"","id","name","tool","adoption","downloads","month","qa","info","popularity"
"8951",8951,"ember-cli-flash","npm-downloads","2016-06-15 22:26:46",10521,"2015-10-01 00:00:00",1,1,1
"8952",8952,"ember-cli-flash","npm-downloads","2016-06-15 22:26:46",11956,"2015-11-01 00:00:00",1,1,1
"8953",8953,"ember-cli-flash","npm-downloads","2016-06-15 22:26:46",10038,"2015-12-01 00:00:00",1,1,1
"8954",8954,"ember-cli-flash","npm-downloads","2016-06-15 22:26:46",12413,"2016-01-01 00:00:00",1,1,1
"8955",8955,"ember-cli-flash","npm-downloads","2016-06-15 22:26:46",14480,"2016-02-01 00:00:00",1,1,1
"8956",8956,"ember-cli-flash","npm-downloads","2016-06-15 22:26:46",16282,"2016-03-01 00:00:00",1,1,1
"8957",8957,"ember-cli-flash","npm-downloads","2016-06-15 22:26:46",19473,"2016-04-01 00:00:00",1,1,1
"8958",8958,"ember-cli-flash","npm-downloads","2016-06-15 22:26:46",18636,"2016-05-01 00:00:00",1,1,1
"8959",8959,"ember-cli-flash","npm-downloads","2016-06-15 22:26:46",19415,"2016-06-01 00:00:00",1,1,1
"8960",8960,"ember-cli-flash","npm-downloads","2016-06-15 22:26:46",19278,"2016-07-01 00:00:00",1,1,1
"8961",8961,"ember-cli-flash","npm-downloads","2016-06-15 22:26:46",20487,"2016-08-01 00:00:00",1,1,1
"8962",8962,"ember-cli-flash","npm-downloads","2016-06-15 22:26:46",19171,"2016-09-01 00:00:00",1,1,1
"8963",8963,"ember-cli-flash","npm-downloads","2016-06-15 22:26:46",21886,"2016-10-01 00:00:00",1,1,1
"8964",8964,"ember-cli-flash","npm-downloads","2016-06-15 22:26:46",24204,"2016-11-01 00:00:00",1,1,1
"8965",8965,"ember-cli-flash","npm-downloads","2016-06-15 22:26:46",25122,"2016-12-01 00:00:00",1,1,1
"8966",8966,"ember-cli-flash","npm-downloads","2016-06-15 22:26:46",26426,"2017-01-01 00:00:00",1,1,1
"8967",8967,"ember-cli-flash","npm-downloads","2016-06-15 22:26:46",24948,"2017-02-01 00:00:00",1,1,1
"8968",8968,"ember-cli-flash","npm-downloads","2016-06-15 22:26:46",30366,"2017-03-01 00:00:00",1,1,1
"8969",8969,"ember-cli-github-pages","gitter","2016-02-05 20:38:33",174,"2015-05-01 00:00:00",1,1,0
"8970",8970,"ember-cli-github-pages","gitter","2016-02-05 20:38:33",573,"2015-06-01 00:00:00",1,1,0
"8971",8971,"ember-cli-github-pages","gitter","2016-02-05 20:38:33",742,"2015-07-01 00:00:00",1,1,0
"8972",8972,"ember-cli-github-pages","gitter","2016-02-05 20:38:33",482,"2015-08-01 00:00:00",1,1,0
"8973",8973,"ember-cli-github-pages","gitter","2016-02-05 20:38:33",510,"2015-09-01 00:00:00",1,1,0
"8974",8974,"ember-cli-github-pages","gitter","2016-02-05 20:38:33",576,"2015-10-01 00:00:00",1,1,0
"8975",8975,"ember-cli-github-pages","gitter","2016-02-05 20:38:33",751,"2015-11-01 00:00:00",1,1,0
"8976",8976,"ember-cli-github-pages","gitter","2016-02-05 20:38:33",817,"2015-12-01 00:00:00",1,1,0
"8977",8977,"ember-cli-github-pages","gitter","2016-02-05 20:38:33",1458,"2016-01-01 00:00:00",1,1,0
"8978",8978,"ember-cli-github-pages","gitter","2016-02-05 20:38:33",1659,"2016-02-01 00:00:00",1,1,0
"8979",8979,"ember-cli-github-pages","gitter","2016-02-05 20:38:33",1712,"2016-03-01 00:00:00",1,1,0
"8980",8980,"ember-cli-github-pages","gitter","2016-02-05 20:38:33",1336,"2016-04-01 00:00:00",1,1,0
"8981",8981,"ember-cli-github-pages","gitter","2016-02-05 20:38:33",1393,"2016-05-01 00:00:00",1,1,0
"8982",8982,"ember-cli-github-pages","gitter","2016-02-05 20:38:33",2455,"2016-06-01 00:00:00",1,1,0
"8983",8983,"ember-cli-github-pages","gitter","2016-02-05 20:38:33",2970,"2016-07-01 00:00:00",1,1,0
"8984",8984,"ember-cli-github-pages","gitter","2016-02-05 20:38:33",2147,"2016-08-01 00:00:00",1,1,0
"8985",8985,"ember-cli-github-pages","gitter","2016-02-05 20:38:33",2705,"2016-09-01 00:00:00",1,1,0
"8986",8986,"ember-cli-github-pages","gitter","2016-02-05 20:38:33",3183,"2016-10-01 00:00:00",1,1,0
"8987",8987,"ember-cli-github-pages","gitter","2016-02-05 20:38:33",3547,"2016-11-01 00:00:00",1,1,0
"8988",8988,"ember-cli-link-tags","travis","2016-08-26 13:50:12",59,"2015-11-01 00:00:00",1,0,0
"8989",8989,"ember-cli-link-tags","travis","2016-08-26 13:50:12",86,"2015-12-01 00:00:00",1,0,0
"8990",8990,"ember-cli-link-tags","travis","2016-08-26 13:50:12",83,"2016-01-01 00:00:00",1,0,0
"8991",8991,"ember-cli-link-tags","travis","2016-08-26 13:50:12",88,"2016-02-01 00:00:00",1,0,0
"8992",8992,"ember-cli-link-tags","travis","2016-08-26 13:50:12",182,"2016-03-01 00:00:00",1,0,0
"8993",8993,"ember-cli-link-tags","travis","2016-08-26 13:50:12",206,"2016-04-01 00:00:00",1,0,0
"8994",8994,"ember-cli-link-tags","travis","2016-08-26 13:50:12",137,"2016-05-01 00:00:00",1,0,0
"8995",8995,"ember-cli-link-tags","travis","2016-08-26 13:50:12",68,"2016-06-01 00:00:00",1,0,0
"8996",8996,"ember-cli-link-tags","travis","2016-08-26 13:50:12",54,"2016-07-01 00:00:00",1,0,0
"8997",8997,"ember-cli-link-tags","travis","2016-08-26 13:50:12",174,"2016-08-01 00:00:00",1,0,0
"8998",8998,"ember-cli-link-tags","travis","2016-08-26 13:50:12",143,"2016-09-01 00:00:00",1,0,0
"8999",8999,"ember-cli-link-tags","travis","2016-08-26 13:50:12",159,"2016-10-01 00:00:00",1,0,0
"9000",9000,"ember-cli-link-tags","travis","2016-08-26 13:50:12",210,"2016-11-01 00:00:00",1,0,0
"9001",9001,"ember-cli-link-tags","travis","2016-08-26 13:50:12",96,"2016-12-01 00:00:00",1,0,0
"9002",9002,"ember-cli-link-tags","travis","2016-08-26 13:50:12",52,"2017-01-01 00:00:00",1,0,0
"9003",9003,"ember-cli-link-tags","travis","2016-08-26 13:50:12",58,"2017-02-01 00:00:00",1,0,0
"9004",9004,"ember-cli-link-tags","travis","2016-08-26 13:50:12",114,"2017-03-01 00:00:00",1,0,0
"9005",9005,"ember-cli-link-tags","travis","2016-08-26 13:50:12",56,"2017-04-01 00:00:00",1,0,0
"9006",9006,"ember-cli-link-tags","travis","2016-08-26 13:50:12",61,"2017-05-01 00:00:00",1,0,0
"9007",9007,"ember-cli-mixpanel-service","npm-version","2016-04-08 07:34:55",149,"2015-07-01 00:00:00",1,1,0
"9008",9008,"ember-cli-mixpanel-service","npm-version","2016-04-08 07:34:55",1024,"2015-08-01 00:00:00",1,1,0
"9009",9009,"ember-cli-mixpanel-service","npm-version","2016-04-08 07:34:55",785,"2015-09-01 00:00:00",1,1,0
"9010",9010,"ember-cli-mixpanel-service","npm-version","2016-04-08 07:34:55",718,"2015-10-01 00:00:00",1,1,0
"9011",9011,"ember-cli-mixpanel-service","npm-version","2016-04-08 07:34:55",484,"2015-11-01 00:00:00",1,1,0
"9012",9012,"ember-cli-mixpanel-service","npm-version","2016-04-08 07:34:55",311,"2015-12-01 00:00:00",1,1,0
"9013",9013,"ember-cli-mixpanel-service","npm-version","2016-04-08 07:34:55",520,"2016-01-01 00:00:00",1,1,0
"9014",9014,"ember-cli-mixpanel-service","npm-version","2016-04-08 07:34:55",414,"2016-02-01 00:00:00",1,1,0
"9015",9015,"ember-cli-mixpanel-service","npm-version","2016-04-08 07:34:55",1234,"2016-03-01 00:00:00",1,1,0
"9016",9016,"ember-cli-mixpanel-service","npm-version","2016-04-08 07:34:55",1258,"2016-04-01 00:00:00",1,1,0
"9017",9017,"ember-cli-mixpanel-service","npm-version","2016-04-08 07:34:55",978,"2016-05-01 00:00:00",1,1,0
"9018",9018,"ember-cli-mixpanel-service","npm-version","2016-04-08 07:34:55",522,"2016-06-01 00:00:00",1,1,0
"9019",9019,"ember-cli-mixpanel-service","npm-version","2016-04-08 07:34:55",463,"2016-07-01 00:00:00",1,1,0
"9020",9020,"ember-cli-mixpanel-service","npm-version","2016-04-08 07:34:55",488,"2016-08-01 00:00:00",1,1,0
"9021",9021,"ember-cli-mixpanel-service","npm-version","2016-04-08 07:34:55",826,"2016-09-01 00:00:00",1,1,0
"9022",9022,"ember-cli-mixpanel-service","npm-version","2016-04-08 07:34:55",1047,"2016-10-01 00:00:00",1,1,0
"9023",9023,"ember-cli-mixpanel-service","npm-version","2016-04-08 07:34:55",1012,"2016-11-01 00:00:00",1,1,0
"9024",9024,"ember-cli-mixpanel-service","npm-version","2016-04-08 07:34:55",879,"2016-12-01 00:00:00",1,1,0
"9025",9025,"ember-cli-mixpanel-service","npm-version","2016-04-08 07:34:55",1000,"2017-01-01 00:00:00",1,1,0
"9026",9026,"ember-cli-numeral","travis","2016-10-30 15:31:56",6641,"2016-01-01 00:00:00",1,1,0
"9027",9027,"ember-cli-numeral","travis","2016-10-30 15:31:56",7831,"2016-02-01 00:00:00",1,1,0
"9028",9028,"ember-cli-numeral","travis","2016-10-30 15:31:56",8258,"2016-03-01 00:00:00",1,1,0
"9029",9029,"ember-cli-numeral","travis","2016-10-30 15:31:56",10445,"2016-04-01 00:00:00",1,1,0
"9030",9030,"ember-cli-numeral","travis","2016-10-30 15:31:56",8569,"2016-05-01 00:00:00",1,1,0
"9031",9031,"ember-cli-numeral","travis","2016-10-30 15:31:56",5850,"2016-06-01 00:00:00",1,1,0
"9032",9032,"ember-cli-numeral","travis","2016-10-30 15:31:56",4311,"2016-07-01 00:00:00",1,1,0
"9033",9033,"ember-cli-numeral","travis","2016-10-30 15:31:56",4981,"2016-08-01 00:00:00",1,1,0
"9034",9034,"ember-cli-numeral","travis","2016-10-30 15:31:56",7390,"2016-09-01 00:00:00",1,1,0
"9035",9035,"ember-cli-numeral","travis","2016-10-30 15:31:56",6570,"2016-10-01 00:00:00",1,1,0
"9036",9036,"ember-cli-numeral","travis","2016-10-30 15:31:56",4398,"2016-11-01 00:00:00",1,1,0
"9037",9037,"ember-cli-numeral","travis","2016-10-30 15:31:56",3756,"2016-12-01 00:00:00",1,1,0
"9038",9038,"ember-cli-numeral","travis","2016-10-30 15:31:56",5595,"2017-01-01 00:00:00",1,1,0
"9039",9039,"ember-cli-numeral","travis","2016-10-30 15:31:56",6418,"2017-02-01 00:00:00",1,1,0
"9040",9040,"ember-cli-numeral","travis","2016-10-30 15:31:56",7517,"2017-03-01 00:00:00",1,1,0
"9041",9041,"ember-cli-numeral","travis","2016-10-30 15:31:56",7303,"2017-04-01 00:00:00",1,1,0
"9042",9042,"ember-cli-numeral","travis","2016-10-30 15:31:56",23810,"2017-05-01 00:00:00",1,1,0
"9043",9043,"ember-cli-numeral","travis","2016-10-30 15:31:56",22864,"2017-06-01 00:00:00",1,1,0
"9044",9044,"ember-cli-numeral","travis","2016-10-30 15:31:56",16944,"2017-07-01 00:00:00",1,1,0
"9045",9045,"ember-cli-plyr","other-github","2016-03-29 12:21:16",76,"2015-06-01 00:00:00",0,0,0
"9046",9046,"ember-cli-plyr","other-github","2016-03-29 12:21:16",43,"2015-07-01 00:00:00",0,0,0
"9047",9047,"ember-cli-plyr","other-github","2016-03-29 12:21:16",43,"2015-08-01 00:00:00",0,0,0
"9048",9048,"ember-cli-plyr","other-github","2016-03-29 12:21:16",18,"2015-09-01 00:00:00",0,0,0
"9049",9049,"ember-cli-plyr","other-github","2016-03-29 12:21:16",29,"2015-10-01 00:00:00",0,0,0
"9050",9050,"ember-cli-plyr","other-github","2016-03-29 12:21:16",36,"2015-11-01 00:00:00",0,0,0
"9051",9051,"ember-cli-plyr","other-github","2016-03-29 12:21:16",40,"2015-12-01 00:00:00",0,0,0
"9052",9052,"ember-cli-plyr","other-github","2016-03-29 12:21:16",45,"2016-01-01 00:00:00",0,0,0
"9053",9053,"ember-cli-plyr","other-github","2016-03-29 12:21:16",38,"2016-02-01 00:00:00",0,0,0
"9054",9054,"ember-cli-plyr","other-github","2016-03-29 12:21:16",63,"2016-03-01 00:00:00",0,0,0
"9055",9055,"ember-cli-plyr","other-github","2016-03-29 12:21:16",118,"2016-04-01 00:00:00",0,0,0
"9056",9056,"ember-cli-plyr","other-github","2016-03-29 12:21:16",102,"2016-05-01 00:00:00",0,0,0
"9057",9057,"ember-cli-plyr","other-github","2016-03-29 12:21:16",32,"2016-06-01 00:00:00",0,0,0
"9058",9058,"ember-cli-plyr","other-github","2016-03-29 12:21:16",36,"2016-07-01 00:00:00",0,0,0
"9059",9059,"ember-cli-plyr","other-github","2016-03-29 12:21:16",54,"2016-08-01 00:00:00",0,0,0
"9060",9060,"ember-cli-plyr","other-github","2016-03-29 12:21:16",62,"2016-09-01 00:00:00",0,0,0
"9061",9061,"ember-cli-plyr","other-github","2016-03-29 12:21:16",85,"2016-10-01 00:00:00",0,0,0
"9062",9062,"ember-cli-plyr","other-github","2016-03-29 12:21:16",84,"2016-11-01 00:00:00",0,0,0
"9063",9063,"ember-cli-plyr","other-github","2016-03-29 12:21:16",20,"2016-12-01 00:00:00",0,0,0
"9064",9064,"ember-cli-sass","npm-version","2016-03-29 17:29:44",35386,"2015-06-01 00:00:00",1,1,0
"9065",9065,"ember-cli-sass","npm-version","2016-03-29 17:29:44",56445,"2015-07-01 00:00:00",1,1,0
"9066",9066,"ember-cli-sass","npm-version","2016-03-29 17:29:44",218641,"2015-08-01 00:00:00",1,1,0
"9067",9067,"ember-cli-sass","npm-version","2016-03-29 17:29:44",186385,"2015-09-01 00:00:00",1,1,0
"9068",9068,"ember-cli-sass","npm-version","2016-03-29 17:29:44",55784,"2015-10-01 00:00:00",1,1,0
"9069",9069,"ember-cli-sass","npm-version","2016-03-29 17:29:44",63252,"2015-11-01 00:00:00",1,1,0
"9070",9070,"ember-cli-sass","npm-version","2016-03-29 17:29:44",92546,"2015-12-01 00:00:00",1,1,0
"9071",9071,"ember-cli-sass","npm-version","2016-03-29 17:29:44",85723,"2016-01-01 00:00:00",1,1,0
"9072",9072,"ember-cli-sass","npm-version","2016-03-29 17:29:44",111849,"2016-02-01 00:00:00",1,1,0
"9073",9073,"ember-cli-sass","npm-version","2016-03-29 17:29:44",124446,"2016-03-01 00:00:00",1,1,0
"9074",9074,"ember-cli-sass","npm-version","2016-03-29 17:29:44",128351,"2016-04-01 00:00:00",1,1,0
"9075",9075,"ember-cli-sass","npm-version","2016-03-29 17:29:44",108954,"2016-05-01 00:00:00",1,1,0
"9076",9076,"ember-cli-sass","npm-version","2016-03-29 17:29:44",127377,"2016-06-01 00:00:00",1,1,0
"9077",9077,"ember-cli-sass","npm-version","2016-03-29 17:29:44",86685,"2016-07-01 00:00:00",1,1,0
"9078",9078,"ember-cli-sass","npm-version","2016-03-29 17:29:44",112021,"2016-08-01 00:00:00",1,1,0
"9079",9079,"ember-cli-sass","npm-version","2016-03-29 17:29:44",111315,"2016-09-01 00:00:00",1,1,0
"9080",9080,"ember-cli-sass","npm-version","2016-03-29 17:29:44",105255,"2016-10-01 00:00:00",1,1,0
"9081",9081,"ember-cli-sass","npm-version","2016-03-29 17:29:44",114181,"2016-11-01 00:00:00",1,1,0
"9082",9082,"ember-cli-sass","npm-version","2016-03-29 17:29:44",111710,"2016-12-01 00:00:00",1,1,0
"9083",9083,"ember-cli-star-rating","travis","2016-02-05 09:11:23",22,"2015-05-01 00:00:00",1,0,0
"9084",9084,"ember-cli-star-rating","travis","2016-02-05 09:11:23",33,"2015-06-01 00:00:00",1,0,0
"9085",9085,"ember-cli-star-rating","travis","2016-02-05 09:11:23",111,"2015-07-01 00:00:00",1,0,0
"9086",9086,"ember-cli-star-rating","travis","2016-02-05 09:11:23",203,"2015-08-01 00:00:00",1,0,0
"9087",9087,"ember-cli-star-rating","travis","2016-02-05 09:11:23",81,"2015-09-01 00:00:00",1,0,0
"9088",9088,"ember-cli-star-rating","travis","2016-02-05 09:11:23",195,"2015-10-01 00:00:00",1,0,0
"9089",9089,"ember-cli-star-rating","travis","2016-02-05 09:11:23",262,"2015-11-01 00:00:00",1,0,0
"9090",9090,"ember-cli-star-rating","travis","2016-02-05 09:11:23",360,"2015-12-01 00:00:00",1,0,0
"9091",9091,"ember-cli-star-rating","travis","2016-02-05 09:11:23",408,"2016-01-01 00:00:00",1,0,0
"9092",9092,"ember-cli-star-rating","travis","2016-02-05 09:11:23",458,"2016-02-01 00:00:00",1,0,0
"9093",9093,"ember-cli-star-rating","travis","2016-02-05 09:11:23",466,"2016-03-01 00:00:00",1,0,0
"9094",9094,"ember-cli-star-rating","travis","2016-02-05 09:11:23",1017,"2016-04-01 00:00:00",1,0,0
"9095",9095,"ember-cli-star-rating","travis","2016-02-05 09:11:23",803,"2016-05-01 00:00:00",1,0,0
"9096",9096,"ember-cli-star-rating","travis","2016-02-05 09:11:23",328,"2016-06-01 00:00:00",1,0,0
"9097",9097,"ember-cli-star-rating","travis","2016-02-05 09:11:23",456,"2016-07-01 00:00:00",1,0,0
"9098",9098,"ember-cli-star-rating","travis","2016-02-05 09:11:23",300,"2016-08-01 00:00:00",1,0,0
"9099",9099,"ember-cli-star-rating","travis","2016-02-05 09:11:23",404,"2016-09-01 00:00:00",1,0,0
"9100",9100,"ember-cli-star-rating","travis","2016-02-05 09:11:23",653,"2016-10-01 00:00:00",1,0,0
"9101",9101,"ember-cli-star-rating","travis","2016-02-05 09:11:23",400,"2016-11-01 00:00:00",1,0,0
"9102",9102,"ember-cli-sticky","travis","2016-07-11 13:58:49",721,"2015-10-01 00:00:00",1,0,0
"9103",9103,"ember-cli-sticky","travis","2016-07-11 13:58:49",1171,"2015-11-01 00:00:00",1,0,0
"9104",9104,"ember-cli-sticky","travis","2016-07-11 13:58:49",1065,"2015-12-01 00:00:00",1,0,0
"9105",9105,"ember-cli-sticky","travis","2016-07-11 13:58:49",756,"2016-01-01 00:00:00",1,0,0
"9106",9106,"ember-cli-sticky","travis","2016-07-11 13:58:49",1033,"2016-02-01 00:00:00",1,0,0
"9107",9107,"ember-cli-sticky","travis","2016-07-11 13:58:49",866,"2016-03-01 00:00:00",1,0,0
"9108",9108,"ember-cli-sticky","travis","2016-07-11 13:58:49",1475,"2016-04-01 00:00:00",1,0,0
"9109",9109,"ember-cli-sticky","travis","2016-07-11 13:58:49",1810,"2016-05-01 00:00:00",1,0,0
"9110",9110,"ember-cli-sticky","travis","2016-07-11 13:58:49",2058,"2016-06-01 00:00:00",1,0,0
"9111",9111,"ember-cli-sticky","travis","2016-07-11 13:58:49",3207,"2016-07-01 00:00:00",1,0,0
"9112",9112,"ember-cli-sticky","travis","2016-07-11 13:58:49",3236,"2016-08-01 00:00:00",1,0,0
"9113",9113,"ember-cli-sticky","travis","2016-07-11 13:58:49",3154,"2016-09-01 00:00:00",1,0,0
"9114",9114,"ember-cli-sticky","travis","2016-07-11 13:58:49",3162,"2016-10-01 00:00:00",1,0,0
"9115",9115,"ember-cli-sticky","travis","2016-07-11 13:58:49",4061,"2016-11-01 00:00:00",1,0,0
"9116",9116,"ember-cli-sticky","travis","2016-07-11 13:58:49",5685,"2016-12-01 00:00:00",1,0,0
"9117",9117,"ember-cli-sticky","travis","2016-07-11 13:58:49",5057,"2017-01-01 00:00:00",1,0,0
"9118",9118,"ember-cli-sticky","travis","2016-07-11 13:58:49",5961,"2017-02-01 00:00:00",1,0,0
"9119",9119,"ember-cli-sticky","travis","2016-07-11 13:58:49",7881,"2017-03-01 00:00:00",1,0,0
"9120",9120,"ember-cli-sticky","travis","2016-07-11 13:58:49",9202,"2017-04-01 00:00:00",1,0,0
"9121",9121,"ember-cli-surge","greenkeeper","2016-05-15 22:54:26",63,"2015-08-01 00:00:00",1,1,0
"9122",9122,"ember-cli-surge","greenkeeper","2016-05-15 22:54:26",34,"2015-09-01 00:00:00",1,1,0
"9123",9123,"ember-cli-surge","greenkeeper","2016-05-15 22:54:26",114,"2015-10-01 00:00:00",1,1,0
"9124",9124,"ember-cli-surge","greenkeeper","2016-05-15 22:54:26",121,"2015-11-01 00:00:00",1,1,0
"9125",9125,"ember-cli-surge","greenkeeper","2016-05-15 22:54:26",129,"2015-12-01 00:00:00",1,1,0
"9126",9126,"ember-cli-surge","greenkeeper","2016-05-15 22:54:26",97,"2016-01-01 00:00:00",1,1,0
"9127",9127,"ember-cli-surge","greenkeeper","2016-05-15 22:54:26",81,"2016-02-01 00:00:00",1,1,0
"9128",9128,"ember-cli-surge","greenkeeper","2016-05-15 22:54:26",41,"2016-03-01 00:00:00",1,1,0
"9129",9129,"ember-cli-surge","greenkeeper","2016-05-15 22:54:26",228,"2016-04-01 00:00:00",1,1,0
"9130",9130,"ember-cli-surge","greenkeeper","2016-05-15 22:54:26",823,"2016-05-01 00:00:00",1,1,0
"9131",9131,"ember-cli-surge","greenkeeper","2016-05-15 22:54:26",723,"2016-06-01 00:00:00",1,1,0
"9132",9132,"ember-cli-surge","greenkeeper","2016-05-15 22:54:26",138,"2016-07-01 00:00:00",1,1,0
"9133",9133,"ember-cli-surge","greenkeeper","2016-05-15 22:54:26",216,"2016-08-01 00:00:00",1,1,0
"9134",9134,"ember-cli-surge","greenkeeper","2016-05-15 22:54:26",644,"2016-09-01 00:00:00",1,1,0
"9135",9135,"ember-cli-surge","greenkeeper","2016-05-15 22:54:26",696,"2016-10-01 00:00:00",1,1,0
"9136",9136,"ember-cli-surge","greenkeeper","2016-05-15 22:54:26",682,"2016-11-01 00:00:00",1,1,0
"9137",9137,"ember-cli-surge","greenkeeper","2016-05-15 22:54:26",608,"2016-12-01 00:00:00",1,1,0
"9138",9138,"ember-cli-surge","greenkeeper","2016-05-15 22:54:26",469,"2017-01-01 00:00:00",1,1,0
"9139",9139,"ember-cli-surge","greenkeeper","2016-05-15 22:54:26",640,"2017-02-01 00:00:00",1,1,0
"9140",9140,"ember-cli-svgstore","travis","2016-02-17 15:01:48",111,"2015-05-01 00:00:00",1,0,0
"9141",9141,"ember-cli-svgstore","travis","2016-02-17 15:01:48",289,"2015-06-01 00:00:00",1,0,0
"9142",9142,"ember-cli-svgstore","travis","2016-02-17 15:01:48",172,"2015-07-01 00:00:00",1,0,0
"9143",9143,"ember-cli-svgstore","travis","2016-02-17 15:01:48",148,"2015-08-01 00:00:00",1,0,0
"9144",9144,"ember-cli-svgstore","travis","2016-02-17 15:01:48",134,"2015-09-01 00:00:00",1,0,0
"9145",9145,"ember-cli-svgstore","travis","2016-02-17 15:01:48",154,"2015-10-01 00:00:00",1,0,0
"9146",9146,"ember-cli-svgstore","travis","2016-02-17 15:01:48",144,"2015-11-01 00:00:00",1,0,0
"9147",9147,"ember-cli-svgstore","travis","2016-02-17 15:01:48",213,"2015-12-01 00:00:00",1,0,0
"9148",9148,"ember-cli-svgstore","travis","2016-02-17 15:01:48",431,"2016-01-01 00:00:00",1,0,0
"9149",9149,"ember-cli-svgstore","travis","2016-02-17 15:01:48",473,"2016-02-01 00:00:00",1,0,0
"9150",9150,"ember-cli-svgstore","travis","2016-02-17 15:01:48",648,"2016-03-01 00:00:00",1,0,0
"9151",9151,"ember-cli-svgstore","travis","2016-02-17 15:01:48",474,"2016-04-01 00:00:00",1,0,0
"9152",9152,"ember-cli-svgstore","travis","2016-02-17 15:01:48",525,"2016-05-01 00:00:00",1,0,0
"9153",9153,"ember-cli-svgstore","travis","2016-02-17 15:01:48",396,"2016-06-01 00:00:00",1,0,0
"9154",9154,"ember-cli-svgstore","travis","2016-02-17 15:01:48",723,"2016-07-01 00:00:00",1,0,0
"9155",9155,"ember-cli-svgstore","travis","2016-02-17 15:01:48",1016,"2016-08-01 00:00:00",1,0,0
"9156",9156,"ember-cli-svgstore","travis","2016-02-17 15:01:48",1292,"2016-09-01 00:00:00",1,0,0
"9157",9157,"ember-cli-svgstore","travis","2016-02-17 15:01:48",1646,"2016-10-01 00:00:00",1,0,0
"9158",9158,"ember-cli-svgstore","travis","2016-02-17 15:01:48",2955,"2016-11-01 00:00:00",1,0,0
"9159",9159,"ember-cli-textillate","travis","2016-09-06 10:45:55",62,"2015-12-01 00:00:00",1,0,0
"9160",9160,"ember-cli-textillate","travis","2016-09-06 10:45:55",68,"2016-01-01 00:00:00",1,0,0
"9161",9161,"ember-cli-textillate","travis","2016-09-06 10:45:55",66,"2016-02-01 00:00:00",1,0,0
"9162",9162,"ember-cli-textillate","travis","2016-09-06 10:45:55",30,"2016-03-01 00:00:00",1,0,0
"9163",9163,"ember-cli-textillate","travis","2016-09-06 10:45:55",136,"2016-04-01 00:00:00",1,0,0
"9164",9164,"ember-cli-textillate","travis","2016-09-06 10:45:55",86,"2016-05-01 00:00:00",1,0,0
"9165",9165,"ember-cli-textillate","travis","2016-09-06 10:45:55",20,"2016-06-01 00:00:00",1,0,0
"9166",9166,"ember-cli-textillate","travis","2016-09-06 10:45:55",94,"2016-07-01 00:00:00",1,0,0
"9167",9167,"ember-cli-textillate","travis","2016-09-06 10:45:55",53,"2016-08-01 00:00:00",1,0,0
"9168",9168,"ember-cli-textillate","travis","2016-09-06 10:45:55",80,"2016-09-01 00:00:00",1,0,0
"9169",9169,"ember-cli-textillate","travis","2016-09-06 10:45:55",127,"2016-10-01 00:00:00",1,0,0
"9170",9170,"ember-cli-textillate","travis","2016-09-06 10:45:55",114,"2016-11-01 00:00:00",1,0,0
"9171",9171,"ember-cli-textillate","travis","2016-09-06 10:45:55",43,"2016-12-01 00:00:00",1,0,0
"9172",9172,"ember-cli-textillate","travis","2016-09-06 10:45:55",46,"2017-01-01 00:00:00",1,0,0
"9173",9173,"ember-cli-textillate","travis","2016-09-06 10:45:55",45,"2017-02-01 00:00:00",1,0,0
"9174",9174,"ember-cli-textillate","travis","2016-09-06 10:45:55",94,"2017-03-01 00:00:00",1,0,0
"9175",9175,"ember-cli-textillate","travis","2016-09-06 10:45:55",38,"2017-04-01 00:00:00",1,0,0
"9176",9176,"ember-cli-textillate","travis","2016-09-06 10:45:55",45,"2017-05-01 00:00:00",1,0,0
"9177",9177,"ember-cli-textillate","travis","2016-09-06 10:45:55",38,"2017-06-01 00:00:00",1,0,0
"9178",9178,"ember-cli-uuid","npm-version","2016-01-18 15:37:10",211,"2015-04-01 00:00:00",1,1,0
"9179",9179,"ember-cli-uuid","npm-version","2016-01-18 15:37:10",204,"2015-05-01 00:00:00",1,1,0
"9180",9180,"ember-cli-uuid","npm-version","2016-01-18 15:37:10",272,"2015-06-01 00:00:00",1,1,0
"9181",9181,"ember-cli-uuid","npm-version","2016-01-18 15:37:10",356,"2015-07-01 00:00:00",1,1,0
"9182",9182,"ember-cli-uuid","npm-version","2016-01-18 15:37:10",243,"2015-08-01 00:00:00",1,1,0
"9183",9183,"ember-cli-uuid","npm-version","2016-01-18 15:37:10",273,"2015-09-01 00:00:00",1,1,0
"9184",9184,"ember-cli-uuid","npm-version","2016-01-18 15:37:10",243,"2015-10-01 00:00:00",1,1,0
"9185",9185,"ember-cli-uuid","npm-version","2016-01-18 15:37:10",208,"2015-11-01 00:00:00",1,1,0
"9186",9186,"ember-cli-uuid","npm-version","2016-01-18 15:37:10",259,"2015-12-01 00:00:00",1,1,0
"9187",9187,"ember-cli-uuid","npm-version","2016-01-18 15:37:10",506,"2016-01-01 00:00:00",1,1,0
"9188",9188,"ember-cli-uuid","npm-version","2016-01-18 15:37:10",364,"2016-02-01 00:00:00",1,1,0
"9189",9189,"ember-cli-uuid","npm-version","2016-01-18 15:37:10",548,"2016-03-01 00:00:00",1,1,0
"9190",9190,"ember-cli-uuid","npm-version","2016-01-18 15:37:10",571,"2016-04-01 00:00:00",1,1,0
